mfo,name
391184,СЕМЕНІВСЬКЕ ВІД. 3076 ОБ ПОЛТАВСЬКОЇ
391195,ХОРОЛЬСЬКЕ  ВІД. 3108 ОБ ПОЛТАВСЬКОЇ
391203,РЕШЕТИЛІВСЬКЕ 3186 ВІД. ОБ ПОЛТАВСЬКОЇ
391225,ШИШАЦЬКЕ ВІД. 5465 ОБ ПОЛТАВСЬКОЇ
391236,ЧУТІВСЬКЕ  ВІД. 3197 ОБ ПОЛТАВСЬКОЇ
391247,КРЮКІВСЬКЕ ВІД. 8375 ОБ
391258,МИРГОРОДСЬКЕ 3088 ВІД. ОБ ПОЛТАВСЬКОЇ
391269,ЛУБЕНСЬКЕ ВІД. 146 ОБ ПОЛТАВСЬКОЇ
391270,ОРЖИЦЬКЕ ВІД. 3104 ОБ ПОЛТАВСЬКОЇ
391281,ПИРЯТИНСЬКЕ 3089 ВІД. ОБ ПОЛТАВСЬКОЇ
391292,ПОЛТАВСЬКЕ СІЛЬСЬКЕ ВІД. 7849 ОБ
391366,КОМСОМОЛЬСЬКЕ ВІД. 8210 ОБ ПОЛТАВСЬКОЇ
391388,ЛЕНІНСЬКЕ ВІД. 8392
351005,АТ "УкрСиббанк"
852010,ГУ ДКСУ У ХЕРСОНСЬКІЙ ОБЛАСТІ
812016,ГУ ДКСУ У ЗАКАРПАТСЬКІЙ ОБЛАСТІ
815013,ГУ ДКСУ У ХМЕЛЬНИЦЬКІЙ ОБЛАСТІ
825014,ГУ ДКСУ У ЛЬВІВСЬКІЙ ОБЛАСТІ
811039,ГУ ДКСУ У ЖИТОМИРСЬКІЙ ОБЛАСТІ
831019,ГУ ДКСУ У ПОЛТАВСЬКІЙ ОБЛАСТІ
851011,ГУ ДКСУ У ХАРКІВСЬКІЙ ОБЛАСТІ
802015,ГУ ДКСУ У ВІННИЦЬКІЙ ОБЛАСТІ
854018,ГУ ДКСУ У ЧЕРКАСЬКІЙ ОБЛАСТІ
856135,ГУ ДКСУ У ЧЕРНІВЕЦЬКІЙ ОБЛАСТІ
813015,ГУ ДКСУ У ЗАПОРІЗЬКІЙ ОБЛАСТІ
833017,ГУ ДКСУ У РІВНЕНСЬКІЙ ОБЛАСТІ
826013,ГУ ДКСУ У МИКОЛАЇВСЬКІЙ ОБЛАСТІ
820172,ДЕРЖКАЗНАЧЕЙСЬКА СЛУЖБА УКРАЇНИ.М.КИЇВ
823016,ГУ ДКСУ У КІРОВОГРАДСЬКІЙ ОБЛАСТІ
837013,ГУ ДКСУ У СУМСЬКІЙ ОБЛАСТІ
636010,ТВБВ ЛЬВІВС.ФАБ "БРОКБІЗНЕСБАНК".ІВ-ФР
836014,ГУ ДКСУ В ІВАНО-ФРАНКІВСЬКІЇ ОБЛАСТІ
626019,ТВБВ ОДЕСЬКОГО АБ "ПІВДЕННИЙ"
636021,ТВБВ ЛЬВІВС.ФАБ "ЕКСПРЕС-БАНК".ІВ-ФРАН
335623,ЯСИНУВАТСЬКА ФІЛІЯ АБ "ДОНЕЧЧИНА"
303343,ЛУЦЬКА ФІЛІЯ АТ "УКРІНБАНК"
303354,Ф-Я ДНІПР.КБ "ПРИВАТБАНК" СТАРА ВИЖВА
303365,ЛУЦЬКА ФІЛІЯ АБ "ІНКО"
303376,Ф-Я КИЇВ. АБЕР "ЕКОНОМБАНК" М.ЛУЦЬК
303387,ЛОКАЧИНСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
303398,ФВОЛИНСЬКЕ ОБЛАСНЕ УПР АТОЩАД М.ЛУЦЬК
303406,НОВОВОЛИНСЬКА ФІЛІЯ КБ "ПРИВАТБАНК"
303417,НОВО-ВОЛИНСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
303428,Ф-Я ДНІП.КБ "ПРИВАТБАНК" СМТ. МАНЕВИЧІ
303439,Ф-Я КИЇВСЬКОГО АБ "ЛІГА". М. ЛУЦЬК
303440,ВОЛИНС.ГРУ ПАТ КБ "ПРИВАТБАНК".М.ЛУЦЬК
303451,ГОРОХІВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
303462,ТОВ "ДІАЛОГБАНК". М.ЛУЦЬК
303473,ЛУЦЬКА ФІЛІЯ АКБ "МРІЯ"
303484,ПАТ "Західінкомбанк"
303495,РАТНІВСЬКА ФІЛІЯ АППБ "АВАЛЬ"
303514,ВОЛИНСЬКА Ф-Я КБ "КНЯЖИЙ"
303536,ПАТ "УНІКРЕДИТ БАНК"
303558,Ф-Я КИЇВ. АБЕР "ЕКОНОМБАНК"  МАНЕВИЧІ
303569,ВОД АТ"РАЙФФАЙЗЕН БАНК АВАЛЬ"М.ЛУЦЬК
303570,КОВЕЛЬСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
303581,ЛУЦЬКА Ф-Я РІВНЕНСЬКОГО КБ "ЗОРЯ"
303600,ГОРОХІВСЬКЕ ВІД. Н 031604000 ОБ
303688,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".ВОЛ.ОБЛ
303699,ВІД. "УКРЕКСІМБАНКУ". М.КОВЕЛЬ
303730,ЛУЦЬКЕ ВІД.Н031601003 ОБ
303804,ІВАНИЧІВСЬКЕ ВІД. Н 031617008 ОБ
303815,ШАЦЬКЕ ВІД. Н 8662 ВАТ ДЕРЖ. ОБ
303837,РАТНІВСЬКЕ ВІД. Н 031610005 ОБ
303848,СТАРОВИЖІВСЬКЕ ВІД. Н 031614001 ОБ
303859,ВОЛ.-ВОЛИН.ВІД.Н6302 ВАТ ДЕРЖ. ОБ
303860,Ф-Я КИЇВ. АБЕР "ЕКОНОМБАНК" М.КОВЕЛЬ
303871,КАМІНЬ-КАШИРСЬКЕ ВІД.Н 031605009 ОБ
303882,ЛЮБОМЛЬСЬКЕ ВІД.Н6306 ВАТ ДЕРЖ. ОБ
303893,КІВЕРЦІВСЬКЕ ВІД. Н 031609005 ОБ
303901,ЛЮБЕШІВСЬКЕ ВІД.Н 031612003 ОБ
303912,РОЖИЩЕНСЬКЕ ВІД. Н 031608006 ОБ
303923,МАНЕВИЦЬКЕ ВІД. Н 031607007 ОБ
303934,ЛОКАЧИНСЬКЕ ВІД. Н 031611004 ОБ
303945,КОВЕЛЬСЬКЕ ВІД.Н6303 ВАТ ДЕРЖ. ОБ
303967,ТУРІЙСЬКЕ ВІД. Н 031615000 ОБ
303989,ЛУЦЬКЕ РАЙОННЕ ВІД.Н7326 ОБ
304007,ЛОДАТ"РАЙФФАЙЗЕН БАНК АВАЛЬ"М.ЛУГАНСЬК
304018,ЛУГАНСЬКА ОБЛАСНА ФАКБ "УКРСОЦБАНК"
304654,ЛУГАНСЬКА ФІЛІЯ АКБ "ЛЕГБАНК"
304665,ФЛУГАНСЬКЕ ОБЛАСНЕ  АТОЩАД М.ЛУГАНСЬК
304676,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.ЛУГАНСЬК
304687,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".ЛУГАНСЬ
304698,ЛІКВІДАТОР БАНКУ"УКРАЇНА"ПО ЛУГАНС.ОБЛ
304706,АТ "СП БАНК"
304717,ЛУГАНСЬКА Ф АТ"Б" ФІН ТА КР"М.ЛУГАНС
304728,ВІДДІЛЕННЯ "АНТРАЦИТ" АБ "ІНКО"
304739,ПЕРЕВАЛЬСЬКА Ф-Я АК АПБ "УКРАЇНА"
304751,ЛИСИЧАНСЬКА Ф-Я АКБ "МТ-БАНК"
304762,ПЕРВОМАЙСЬКА Ф-Я АКБ "НАДРА"
304773,Ф-Я УКБ "ВІДРОДЖЕННЯ" М.АНТРАЦИТ
304784,ЛИСИЧАНСЬКА Ф-Я АКБ "ОЛБАНК"
304795,ЛУГАН.Ф-Я ПАТ КБ"ПРИВАТБАНК"М.ЛУГАНСЬК
304803,Ф-Я АБ "ЕНЕРГОБАНК" В М. ЛУГАНСЬК
304814,ЛУГАНСЬКА ФІЛІЯ АБ "БАНКІРСЬКИЙ ДІМ"
304825,УІБ - АЛЧЕВСЬКА Ф-Я
304836,ЛУГАНСЬКА ФПАТ"УКРІНБАНК" М.ЛУГАНСЬК
304847,ФАКБ "НАЦІОНАЛЬНИЙ КРЕДИТ" В М.ПОПАСНА
304858,ЛУГАНСЬКЕ МІСЬКЕ ВІД. АК АПБ "УКРАЇНА"
304881,Луганська Філія ПАТ "АКБ "КАПІТАЛ"
304892,Ф-Я ЛРУ АКБ "НАДРА". М.ЛИСИЧАНСЬК
304922,РУБІЖАНСЬКА Ф-Я АКБ "УКРСОЦБАНК"
304955,СЄВЄРОДОНЕЦЬКА Ф-Я АППБ "АВАЛЬ"
304966,Ф-Я ПЕРШ.УКР.МІЖН.БАНКУ В М. ЛУГАНСЬК
304988,ПАТ "УКРКОМУНБАНК"
305006,УПРАВЛІННЯ НБУ В ДНІПРОПЕТРОВСЬКІЙ ОБЛ
305017,ДНІПРОПЕТР.ОБЛ. Ф-Я АКБ "УКРСОЦБАНК"
305028,Ф-Я АПБ "УКРАЇНА" М.АПОСТОЛОВЕ
305039,Ф-Я АПБ "УКРАЇНА" М.ВАСИЛЬКІВКА
305040,Ф-Я АПБ "УКРАЇНА" М.ВЕРХНЬОДНІПРОВСЬК
305051,ДНІПРОДЗЕРЖИНСЬКА Ф-Я АКБ "УКРСОЦБАНК"
305062,АКБ "НОВИЙ"
305073,Ф-Я АПБ "УКРАЇНА" М.КРИВИЙ РІГ
305084,Ф-Я АПБ "УКРАЇНА" С.МАГДАЛИНІВКА
305095,Ф-Я АПБ "УКРАЇНА" СМТ.МЕЖЕВА
305103,ЛІКВІДАТОР БАНКУ"УКРАЇНА"ПО ДНІПР.ОБЛ.
305114,НІКОПОЛЬСЬКА Ф-Я АКБ "УКРСОЦБАНК"
305125,Ф-Я АПБ "УКРАЇНА" М.НОВОМОСКОВСЬК
305136,Ф-Я АПБ "УКРАЇНА" М.ПАВЛОГРАД
305147,Ф-Я АПБ "УКРАЇНА" СМТ.ПЕРЕЩЕПИНО
305158,Ф-Я АПБ "УКРАЇНА" СМТ.ПЕТРИКІВКА
305169,Ф-Я АПБ "УКРАЇНА" М.ПЕТРОПАВЛІВКА
305170,Ф-Я АПБ "УКРАЇНА" СМТ.ПОКРОВКА
305181,Ф-Я АПБ "УКРАЇНА" М.П'ЯТИХАТКИ
305192,Ф-Я АПБ "УКРАЇНА" М.СИНЕЛЬНИКОВЕ
305200,Ф-Я АПБ "УКРАЇНА" СМТ.СОФІЇВКА
305211,Ф-Я АЛМА-АТИНС. КБ "ВІДЕРГЕРБУРГБАНК"
305222,Ф-Я АПБ "УКРАЇНА" СМТ.ТОМАКІВКА
305233,Ф-Я АПБ "УКРАЇНА" СМТ.ЦАРИЧАНКА
305244,Ф-Я АПБ "УКРАЇНА" СМТ.ШИРОКЕ
305255,Ф-Я АПБ "УКРАЇНА" СМТ.ЩОРСЬК
305266,Ф."ДН.РУПАТКБ"ПІВДЕНКОМБАНК". М.ДН-СЬК
305277,Ф-Я АПБ "УКРАЇНА" СМТ.СОЛОНЕ
305288,Ф-Я АПБ "УКРАЇНА" СМТ.КРИНИЧКИ
305299,ПАТ КБ "ПРИВАТБАНК"
305307,ВІД. ПІБ В М.МАРГАНЕЦЬ ДНІПРОПЕТРОВСЬК
305318,ВІДДІЛЕННЯ ПІБ В М.ОРДЖОНІКІДЗЕ ДНІПР.
305329,ЛЕНІНСЬКЕ ВІД.ПІБ В М.ДНІПРОПЕТРОВСЬК
305330,ДЗЕРЖИНСЬКЕ ВІД.ПІБ В М.КР.РІГ ДНІПР.
305341,ЖОВТНЕВЕ ВІД.АКБ "УКРСОЦБАНК".М.КР.РІГ
305352,ЖОВТНЕВЕ ВІД.АКБ"УКРСОЦБАНК".М.ДНІПРОП
305363,ВІД.ПІБ В М.ЖОВТІ ВОДИ ДНІПРОПЕТР. ОБЛ
305374,КІРОВСЬКЕ ВІД.АКБ"УКРСОЦБАНК"М.ДНІПРОП
305385,КРАСНОГВАРДІЙСЬКЕ ВІД.ПІБ В М.ДНІПРОП.
305396,ДНЕПРОПЕТРОВСК-70. КООПБАНК
305404,БАБУШКІНСЬКЕ ВІД.ПІБ М.ДНІПРОПЕТРОВСЬК
305415,ІНДУСТРІАЛЬНЕ ВІД. ПІБ В М.ДНІПРОПЕТР.
305426,КБ НТП "ДНІПРО" М.ДНІПРОПЕТРОВСЬК
305437,ФІЛІЯ ПАТ ПІБ М.ДНІПРОПЕТРОВСЬК
305448,ДНІПРОПЕТРОВС.Ф-Я АКБ "НАРОДНИЙ БАНК"
305459,ДНІПРОДЗЕРЖИНСЬКА ФІЛІЯ АТ "УКРІНБАНК"
305460,ВІД.ПІБ В М.ВЕРХНЬОДНІПРОВСЬК ДНІПРОПЕ
305471,Ф-Я КИЇВС. АБ "АЖІО".ДНІПРОПЕТРОВСЬК
305482,ФДНІПРОПЕТРОВСЬКЕ О АТОЩАД М.ДНІПРОПЕ
305493,ЦЕНТР-МІСЬКЕ ВІД.ПІБ В М.КР.РІГ ДНІПР.
305501,ВІД.ПІБ В М.ДНІПРОДЗЕРЖИНСЬК ДНІПР.
305512,КБ "ГЕОБАНК" М. ДНІПРОПЕТРОВСЬК
305523,КРИВОРІЗЬКА ФІЛІЯ АБ "ІНКО"
305534,ВІД.ПІБ В М.НІКОПОЛЬ ДНІПРОПЕТР. ОБЛ.
305545,ВІД.ПІБ В М.НОВОМОСКОВСЬК ДНІПР. ОБЛ.
305556,ВІД.ПІБ В М.ПАВЛОГРАД ДНІПРОПЕТР. ОБЛ.
305567,ПРАВОБЕРЕЖНЕ ВІД.АПБ"УКРАЇНА".М.ДНІПР.
305578,Ф-Я КИЇВ. АБ "БРОКБІЗНЕСБАНК" ДНІПРОП.
305589,Ф-Я АТ "УКРЕКСІМБАНК". КРИВИЙ РІГ
305590,ДНІПРОПЕТРОВСЬКА ФІЛІЯ АТ "УКРІНБАНК"
305608,ЖОВТОВОДСЬКА ФІЛІЯ АБ "ІНКО"
305619,КРИВОРІЗЬКА Ф-Я АКБ "УКРСОЦБАНК"
305620,Ф-Я АПБ "УКРАЇНА" М.НІКОПОЛЬ
305631,ЖОВТНЕВЕ ВІД. ПІБ В М. КРИВИЙ РІГ
305642,Ф-Я УКБ "ВІДРОДЖЕННЯ" М.КРИВИЙ РІГ
305653,ДОДАТ"РАЙФФАЙЗЕНБАНКАВАЛЬ"М.ДНІПР-СЬК
305664,ІНГУЛЕЦЬКЕ ВІД.ПІБ В М.КР.РІГ ДНІПР.
305675,Ф-Я АТ "УКРЕКСІМБАНК".ДНІПРОПЕТРОВСЬК
305686,АКБ "ПРЕМ'ЄРБАНК" М.ДНІПРОПЕТРОВСЬК
305697,Ф-Я ЗАКАРП.КБ "ЛІСБАНК" М.ДНІПРОПЕТРОВ
305705,ВІД."ГІРНИК" АКБ "УКРСОЦБАНК".М.КР.РІГ
305716,ДНІПРОПЕТРОВСЬКЕ РУ АБ "ІНКО"
305727,Ф-Я ДНІП. КБ "ПРИВАТБАНК" М.ПАВЛОГРАД
305738,Ф-Я УКБ "ВІДРОДЖЕННЯ" М.ДНІПРОПЕТРОВС.
305749,ПАТ "БАНК КРЕДИТ ДНІПРО"
305750,КР.ФІЛІЯ ПАТКБ"ПРИВАТБАНК". КРИВИЙ РІГ
305761,Ф-Я КИЇВ. УАБ "РЕЗИДЕНТ"М.ДНІПРОПЕТР.
305772,Ф-Я ДНІПР. КБ "НОВИЙ" М.МАРГАНЕЦЬ
305783,Ф-Я ЗАКАРП. КБ "ЛІСБАНК" М.КРИВИЙ РІГ
305794,Ф-Я ДНІП. КБ "ПРИВАТБАНК" М.ЖОВТІ ВОДИ
305802,АБ " ЄВРОМЕТАЛБАНК"  М. КРИВИЙ РІГ
305813,Ф-Я ПЕРШОГО УКР.МІЖН.БАНКУ.ДНІПРОПЕТР.
305824,Ф-Я КИЇВСЬКОГО АБ "АЖІО" М.ПАВЛОГРАД
305835,Криворзьк ф.АТ"Б"ФІН ТА КР"М.КРИВ РІГ
305846,Ф-Я АПБ "УКРАЇНА" "САМАРО-АГРО"
305857,ФАКБ "ДНІПРОСЕРВІСБАНК" М.ДНІПРОДЗЕРЖ.
305868,Ф-Я КИЇВ. ВАБ "ВАБАНК" ДНІПРОПЕТРОВСЬК
305879,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.ДНІПРОПЕТР.
305880,ПАТ "КБ "Земельний Капітал"
305891,Ф-Я ДНІПР.КБ "ПРИВАТБАНК" М.НІКОПОЛЬ
305909,ФКБ "УКРАЇН. КРЕДИТНИЙ БАНК" ДНІПРОПЕТ
305910,Ф-Я ДНІПР. КБ НТП "ДНІПРО" М.НІКОПОЛЬ
305921,Ф-Я ЗАПОР. КБ "АВТОЗАЗБАНК"  М.ДНІПРОП
305932,Ф-Я КИЇВ.АКБ "ПРАВЕКС-БАНК" ДНІПРОПЕТ.
305943,Ф-Я ДНІПР. КБ НТП "ДНІПРО" М.ДНІ-ДЗЕРЖ
305954,Ф-Я АКБ "НОВИЙ"  М.СИНЕЛЬНИКОВО ДН.ОБЛ.
305965,ДНІПР.Ф.ПРИВАТБАНКУ. М.ДНІПРОДЗЕРЖИНСЬК
305976,АКБ СПР.ПІДП."ДНІПРОСЕРВІСБАНК"ДНІПРОП
305987,ПАТ "ЄКБ"
305998,Ф-Я "КИЄВО-ПЕЧЕРСЬКОГО АКБ" ДНІПРОПЕТ.
306005,ДНІПРОПЕТРОВСЬКА ФАТ "УФГ"
306016,Ф-Я АКБ "НАДРА" ДНІПРОПЕТРОВСЬКЕ РУ
306027,АМУР-НИЖНЬОДНІПРОВСЬКЕ ОБ.М.ДНІПРОПЕТР
306038,АПОСТОЛІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306049,БАБУШКІНСЬКЕ ОБ.М.ДНІПРОПЕТРОВСЬК
306050,ВАСИЛЬКІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306061,ВЕРХНЬОДНІПРОВСКЕ ОБ.ДНІПРОПЕТРОВСКОЇ
306072,ДЗЕРЖИНСЬКЕ ОБ.М.КРИВИЙ РІГ
306083,ДНІПРОДЗЕРЖИНСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306094,ДОЛГІНЦЕВСЬКЕ ОБ.М.КРИВИЙ РІГ
306102,ДНІПРОПЕТРОВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306113,ЖОВТНЕВЕ ОБ.М.ДНІПРОПЕТРОВСЬК
306124,ЖОВТНЕВЕ ОБ.М.КРИВИЙ РІГ
306135,ЖОВТОВОДСЬКО-П'ЯТИХАТСЬКЕ ОБ.ДНІПРОПЕТ
306146,ЗАВОДСЬКЕ ОБ.М.ДНІПРОДЗЕРЖИНСЬК
306157,ІНДУСТРІАЛЬНЕ ОБ.М.ДНІПРОПЕТРОВСЬК
306168,ІНГУЛЕЦЬКЕ ОБ.М.КРИВИЙ РІГ
306179,КІРОВСЬКЕ ОБ.М.ДНІПРОПЕТРОВСЬК
306180,ПРАВОБЕРЕЖНЕ ОБ. М.ДНІПРОПЕТРОВСЬК
306191,КРИВОРІЗЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306209,КРИНИЧАНСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306210,ЛЕНІНСЬКЕ ОБ.М.ДНІПРОПЕТРОВСЬК
306221,МАГДАЛИНІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306232,МАРГАНЕЦЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306243,МЕЖЕВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306254,НІКОПОЛЬСЬКЕ(МІСЬКЕ)ОБ.ДНІПРОПЕТРОВСЬК
306265,НІКОПОЛЬСЬКЕ(РАЙОННЕ)ОБ.ДНІПРОПЕТРОВСЬ
306276,НОВОМОСКОВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306287,НІКОПОЛЬСЬКЕ ВІД. ОБ.ДНІПРОПЕТРОВСЬКОЇ
306298,ПАВЛОГРАДСЬКЕ(МІСЬКЕ)ОБ.ДНІПРОПЕТРОВСЬ
306306,ПАВЛОГРАДСЬКЕ(РАИОННЕ)ОБ.ДНІПРОПЕТРОВС
306317,ПЕТРОПАВЛІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306328,ПОКРОВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306339,П'ЯТИХАТСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306340,ЛІВОБЕРЕЖНЕ ВІД. ОБ. М.ДНІПРОПЕТРОВСЬК
306351,САКСАГАНСЬКЕ ОБ.М.КРИВИЙ РІГ
306362,СИНЕЛЬНІКІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306373,СОЛОНЯНСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306384,СОФІЄВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306395,ТЕРНОВСЬКЕ ОБ.М.КРИВИЙ РІГ
306403,ТОМАКІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306414,ЦАРИЧАНСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306425,ЦЕНТРАЛЬНОМІСЬКЕ ОБ.М.КРИВИЙ РІГ
306436,ШИРОКІВСЬКЕ ОБ.ДНІПРОПЕТРОВСЬКОЇ
306447,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".ДНІПРОП
306458,ДН.ФАБ"ПІВДЕННИЙ".М.ДНІПРОПЕТРОВСЬК
306469,ІНГУЛЕЦЬКА Ф-Я "УКРЕКСІМБАНК".М.КР.РІГ
306470,Ф.АБ"КРЕДИТ-ДНІПРО"М.НОВОМОСКОВ.ДН.ОБЛ
306481,ДНІПРОПЕТРОВ. Ф-Я АК "ПРОМЕКОНОМБАНК"
306492,МАРГАНЕЦЬКЕ ВІД. АКБ "УКРСОЦБАНК"
306500,ПАТ "АБ "РАДАБАНК"
306511,Ф-Я КИЇВ.КБ"ТОРГОВО-ПРОМИСЛ.БАНК".ДНІП
306522,Ф-Я КИЇВ.АКБ "ПРАВЕКС-БАНК"М.КРИВ.РІГ
306533,Ф-Я ДНІПР.КБ "ГЕОБАНК" М.НІКОПОЛЬ
306544,АКБ "ЗАВОДБАНК". М.ДНІПРОПЕТРОВСЬК
306555,Ф-Я КИЇВ. АППБ "АВАЛЬ" М.ЖОВТІ ВОДИ
306566,Ф-Я АБ "УКООПСПІЛКА". ДНІПРОПЕТРОВСЬК
306577,КАТЕРИНОСЛАВСЬКА ФАКБ "НОВИЙ"
306588,ПІВНІЧНА Ф-Я КРИВОР.АБ "ЄВРОМЕТАЛБАНК"
306599,ТЕРНІВСЬКА Ф-Я "УКРЕКСІМБАНК".М.КР.РІГ
306607,ЗАХ.ДОНБАСЬКА ФАКБ "ЮГТОКОБАНК"ЮР'ЇВКА
306618,НАГОРНЕ ВІД.АПБ"УКРАЇНА".М.ДНІПРОПЕТР.
306629,ЦЕНТРАЛЬНА Ф-Я ДНІПР.КБ "ПРИВАТБАНК"
306630,ДНІПРОПЕТРОВСЬКА ФІЛІЯ АБ "ДІАМАНТ"
306641,Ф-Я ХАРКІВ. АКРБ "РЕГІОН-БАНК".ДНІПРОП
306652,ОРДЖОНІКІДЗЕНСЬКЕ ВІД.АКБ "УКРСОЦБАНК"
306663,ДНІПРОДЗЕРЖИНСЬКА Ф-Я АППБ "АВАЛЬ"
306674,Ф-Я КИЇВС. АКБ "НАДРА" В М. ПАВЛОГРАДІ
306685,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.ЖОВТІ ВОДИ
306696,ЦЕНТРАЛЬНА ФАКБ "ПРЕМ'ЄРБАНК". ДНІПРОП
306704,ПАТ "КЛАСИКБАНК"
306715,Ф-Я КИЇВСЬКОГО АКБ "ЮНЕКС". КРИВИЙ РІГ
306726,ПАВЛОГРАДСЬКА Ф-Я АППБ "АВАЛЬ"
306737,ДНІПРОДЗЕРЖИНСЬКА ФАКБ "ПРЕМ'ЄРБАНК"
306748,Ф-Я АППБ "АВАЛЬ". М. КРИВИЙ РІГ
306759,ВАТ КБ"ПРИЧОРНОМОР'Я". ДНІПРОПЕТРОВСЬК
306760,Ф-Я АКБ "ЗАВОДБАНК". М.НІКОПОЛЬ
306771,Ф-Я АКБ "УКРХАРЧОПРОМБАНК".ДНІПРОПЕТР.
306782,НІКОПОЛЬСЬКА ФІЛІЯ АППБ "АВАЛЬ"
306793,ВІД."КАРАЧУНИ" АКБ "УКРСОЦБАНК".КР.РІГ
306801,УКР.БАНК МІЖН.СП."ІНВЕСТ-КРИВБАС БАНК"
306812,КРИВОРІЗЬКА Ф-Я АКБ "СЛОВ'ЯНСЬКИЙ"
306823,Філія ПрАТ "УФГ" у м.Кривий Ріг
306834,КРИВОРІЗЬКА ФІЛІЯ АКІБ "УКРСИББАНК"
306845,КРИВОРІЗЬКА ФІЛІЯ АБ "ДІАМАНТ"
306856,ДНІПРОПЕТРОВСЬКА Ф-Я АКІБ "УКРСИББАНК"
306867,ПЕТРИКІВСЬКЕ ВІДДІЛЕННЯ ОБ ДНІПРОПЕТР.
306878,ДНІПРОПЕТРОВСЬКА ФІЛІЯ АКБ "ФОРУМ"
306889,КРИВОРІЗЬКА Ф-Я АКБ "ПІВДЕНКОМБАНК"
306890,ФІЛІЯПАТ"КРЕДИТПРОМБАНК".М.ДНІПРОПЕТРО
306908,ДНІПРОПЕТРОВС.ФАБ "УКРСПЕЦІМПЕКСБАНК"
306919,Ф-Я КБ "ПРИВАТБАНК". ДНІПРОПЕТРОВ. РУ
306920,Ф-Я АКБ "УКРСОЦБАНК" "САМАРСЬКЕ ВІД."
306931,ДНІПРОПЕТРОВСЬКА ФІЛІЯ АКБ "МРІЯ"
306942,ЛІВОБЕРЕЖНА Ф-Я АКБ "ТЕХНОБАНК"
306953,ДНІПРОП.Ф-Я ДОНЕЦЬКОГО КББ"ДОНБІРЖБАНК
306964,ДН.ФАБ "ЕКСПРЕС-БАНК". М. ДНІПР-СЬК
306975,ФІЛІЯ АБ "ПІВДЕННИЙ". М. КРИВИЙ РІГ
306986,ДНІПР.ФАКБ"УКР.БАНК ТОРГОВОГО СПІВРОБ.
306997,ФАКБ "НАЦ.КРЕДИТ" М.ВЕРХНЬОДНІПРОВСЬК
311012,ЛІКВІДАТОР БАНКУ"УКРАЇНА"ПО ЖИТОМИР.ОБ
311023,М.АНДРУШІВКА АПБ ЖИТОМИРСЬКОЇ
311034,УПРАВЛІННЯ НБУ В ЖИТОМИРСЬКИЙ ОБЛАСТІ
311045,СМТ.БАРАНІВКА АПБ ЖИТОМИРСЬКОЇ
311056,ЖИТОМИРСЬКЕ ЦЕНТРАЛЬНЕ ВІДДІЛЕННЯ ПІБ
311067,М.БЕРДИЧІВ АПБ ЖИТОМИРСЬКОЇ
311078,СМТ.БРУСИЛІВ АПБ ЖИТОМИРСЬКОЇ
311089,ВОЛОДАРСЬК-ВОЛИНСЬКИЙ АПБ ЖИТОМИРСЬКОЇ
311090,ВІД. ПІБ В М. ВОЛОДАРСЬК-ВОЛИНСЬКИЙ
311108,ПОЛІСЬКЕ РУ АБ "ІНКО"
311119,СМТ.ДЗЕРЖИНСЬК АПБ ЖИТОМИРСЬКОЇ
311120,Ф-Я КИЇВ. АБЕР "ЕКОНОМБАНК" М.ЖИТОМИР
311131,М.КОРОСТЕНЬ АПБ ЖИТОМИРСЬКОЇ
311142,М.КОРОСТИШІВ АПБ ЖИТОМИРСЬКОЇ
311153,СМТ.ЛУГІНИ АПБ ЖИТОМИРСЬКОЇ
