mfo,name
335043,ДОНЕЦЬКА Ф-Я АК УБ "ВІДРОДЖЕННЯ"
335054,ДРУЖКОВСЬКЕ ВІД.ДОНБ.РЕГ.УПР.АБ "ІНКО"
335065,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.ДОНЕЦЬК
335076,ДОДАТ"РАЙФФАЙЗЕН БАНК АВАЛЬ"М.ДОНЕЦЬК
335087,УІБ - КРАМАТОРСЬКА ФІЛІЯ
335098,ГОРЛІВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
335106,ФДОНЕЦЬКЕ ОБЛАСНЕ УП АТОЩАД М.ДОНЕЦЬК
335117,ГОРЛІВСЬКА Ф-Я АКБ "ПРАВЕКС-БАНК"
335128,КОМЕРЦІЙНИЙ БАНК "ПОЛІС". М.ДОНЕЦЬК
335139,МАРІУПОЛЬСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
335140,Ф-Я АБ "ДОНВУГЛЕКОМБАНК"   М.СЕЛІДОВЕ
335151,ХАРЦИЗЬКЕ ВІД. Н 5373 ОБ.ДОНЕЦЬК.ОБЛ.
335162,ЗАТ КБ "ДОНКРЕДИТІНВЕСТ". М.ДОНЕЦЬК
335173,ДОНЕЦЬКА ФІЛІЯ АКБ "ПРАВЕКС-БАНК"
335184,СЛОВ'ЯНСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
335195,АКЦІОНЕРНИЙ БАНК "ЮЗІВСЬКИЙ".М.ДОНЕЦЬК
335203,МАГІСТРАЛЬНЕ ВІД. ПІБ В М. ДОНЕЦЬК
335214,ПЕТРОВСЬКА ФІЛІЯ АКБ "УКРСОЦБАНК"
335225,Ф-Я ДНІПР.КБ "ГЕОБАНК".КРАСНОАРМІЙСЬК
335236,КРАСНОАРМІЙСЬКА ФІЛІЯ КБ "ПРИВАТБАНК"
335247,ПЕРШЕ МІСЬКЕ ВІД. АПБ ДОНЕЦЬКОЇ
335258,КОМЕРЦІЙНИЙ БАНК "ФДС". М.ДОНЕЦЬК
335269,КОСТЯНТИНІВСЬКА ФІЛІЯ КБ "ПРИВАТБАНК"
335270,Ф-Я ЗАКАРП. АКБ "ЛІСБАНК" М. ДОНЕЦЬК
335281,КРАМАТОРСЬКА ФІЛІЯ АППБ "АВАЛЬ"
335292,АВДЕЄВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
335300,МАРІУПОЛЬСЬКА ФВАТ БАНК "БІГ ЕНЕРГІЯ"
335311,ВІД. ПІБ В М. МАР'ЇНКА ДОНЕЦЬКОЇ
335322,КАЛЬМІУСЬКЕ ВІД. ПІБ В М. ДОНЕЦЬК
335333,КОСТЯНТИНІВСЬКА Ф-Я КБ "ГЕОБАНК"
335344,ДОНЕЦЬКА Ф-Я АБ "ОБОЛОНЬ"
335355,Ф-Я АКБ "НАДРА". М.МАКІЇВКА
335366,Ф-Я АБ "ДОНВУГЛЕКОМБАНК" КІРОВСЬКА
335377,Ф-Я КИЇВ. АЕБР "ЕКОНОМБАНК" МАРІУПОЛЬ
335388,ТОРЕЗСЬКА ФІЛІЯ АТ "УКРІНБАНК"
335399,Ф-Я АБ "ДОНВУГЛЕКОМБАНК" М.ДОНЕЦЬК
335407,Ф-Я ХАРК. КБ "ПРОМІНЬ" М.ДОНЕЦЬК
335418,СЕЛІДОВСЬКЕ ВІД.АПБ ДОНЕЦЬКОЇ
335429,МАРІУП.Ф.ПАТ КБ"ПРИВАТБАНК"М.МАРІУПОЛЬ
335430,КУЙБИШЕВСЬКА Ф-Я АБ "ДОНВУГЛЕКОМБАНК"
335441,Ф-Я КИЇВ. АБ "ЕНЕРГОБАНК" М.КУРАХОВЕ
335452,МАКІЇВСЬКЕ ВІДДІЛЕННЯ АБ "ІНКО"
335463,КИЇВСЬКА ФАБ "ДОНВУГЛЕКОМБАНК".ДОНЕЦЬК
335474,Ф-Я УКБ "ВІДРОДЖЕННЯ" В М. МАКІЇВКА
335485,Ф-Я КИЇВ. АБЕР"ЕКОНОМБАНК".КРАМАТОРСЬК
335496,ДОНЕЦЬКЕ РУПАТ КБ ПРИВАТБАНК.М.ДОНЕЦЬК
335504,Ф-Я АБ "НАДРА". М.ДЗЕРЖИНСЬК
335515,ГОРЛІВСЬКА ФІЛ. ПРИВАТБАНКУ М.ГОРЛІВКА
335526,КРАМАТОРСЬКЕ ВІД. АК АПБ "УКРАЇНА"
335537,Ф-Я ПЕРШОГО УКР. МІЖНАРОДНОГО БАНКУ
335548,КРАМ.Ф.ПАТКБ"ПРИВАТБАНК".М.КРАМАТОРСЬК
335559,МАРІУПОЛЬСЬКЕ ВІДДІЛЕННЯ АКБ "УКРАЇНА"
335560,ДОНЕЦЬКА Ф-Я "НОРД" АКБ "ДОНМІСЬКБАНК"
335571,ДОНЕЦЬКА ФІЛІЯ АКБ "МРІЯ"
335582,ЮЗІВСЬКА ФІЛІЯ АКБ "УКРСОЦБАНК"
335593,ФІЛІЯ ПАТ"КРЕДИТПРОМБАНК". М. ДОНЕЦЬК
335601,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".ДОНЕЦЬК
335612,ВІД. ПІБ В М. КРАСНИЙ ЛІМАН ДОНЕЦЬКОЇ
335634,ФІЛІЯ АКБ "НОВИЙ" В М. ДОНЕЦЬК
335645,ФІЛІЯ АППБ "АВАЛЬ" В М. ГОРЛІВКА
335656,ФІЛІЯ АКБ "КАПІТАЛ" В М. ЯСИНУВАТА
335667,ДОНЕЦЬКА Ф-Я АКБ "СЛАВУТИЧ"
335678,ДОНЕЦЬКА Ф-Я АБ "БРОКБІЗНЕСБАНК"
335689,ВУГЛЕДАРСЬКА Ф-Я АБ "ДОНВУГЛЕКОМБАНК"
335690,СЛОВ'ЯНСЬКА Ф-Я АБ "ЕНЕРГОБАНК"
335708,Ф-Я АКБ "НАЦ.КРЕДИТ" В М.АРТЕМІВСЬКУ
335719,ГОРЛІВСЬКА Ф-Я АКБ "НАДРА"
335731,МАРІУПОЛЬСЬКА Ф-Я КАБ "СЛОВ'ЯНСЬКИЙ"
335742,Ф-Я ПЕРШОГО УКР. МІЖНАРОДНОГО БАНКУ
335786,Ф-Я АК "ДОНМІСЬКБАНК" В М.МАРІУПОЛІ
335797,АКБ "НАЦ.КРЕДИТ"МИКИТ.Ф-Я В М.ГОРЛІВКА
335816,Ф."ДРУ" АТ"Б."ФІН ТА КРЕД" М.ДОНЕЦЬК
335827,ДОНЕЦЬКА ФІЛІЯ АК ІБ "УКРСИББАНК"
335838,ДОНЕЦЬКА Ф-Я АБ"ЕКСПРЕС-БАНК". ДОНЕЦЬК
335849,ЧЕРВОНОГВАРДІЙСЬКЕ ВІД. ПІБ В М.МАКІЇВ
335861,ДОНЕЦЬКА Ф-Я АКБ "ПІВДЕНКОМБАНК"
335979,МАРІУПОЛЬСЬКА ФАКІБ "УКРСИББАНК"
336019,ІВ.-ФРАНК.ОБЛАСНА Ф-Я "УКРСОЦБАНК"
336020,КОЛОМИЙСЬКА Ф-Я АКБ "УКРСОЦБАНК"
336031,ГАЛИЧ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336042,РОЖНЯТІВСЬКЕ ВІД. АКБ "УКРСОЦБАНК"
336053,ГОРОДЕНКА АПБ ІВАНО-ФРАНКІВСЬКОЇ
336064,ДОЛИНА АПБ ІВАНО-ФРАНКІВСЬКОЇ
336075,КАЛУШ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336086,КОЛОМИЯ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336097,КОСІВ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336105,НАДВІРНА АПБ ІВАНО-ФРАНКІВСЬКОЇ
336116,РОГАТИН АПБ ІВАНО-ФРАНКІВСЬКОЇ
336127,СНЯТИН АПБ ІВАНО-ФРАНКІВСЬКОЇ
336138,ТЛУМАЧ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336149,ЯРЕМЧАНСЬКА Ф-Я АКБ "УКРСОЦБАНК"
336150,БОГОРОДЧАНИ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336161,ІВАНО-ФРАНКІВСЬКА Ф-Я АТ ЗУКБ
336172,Ф-Я ЗАКАРП.КБ "ЛІСБАНК" М.ІВ.-ФРАНКІВ.
336183,Ф-Я ЗАКАРП. КБ "ЛІСБАНК" М.КОЛОМИЯ
336194,РОЖНЯТІВ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336202,ІВ.ФРАНК. Ф-Я АТ "УКРІНБАНК"
336213,Ф-Я КИЇВ.КФС "ЕКСПОБАНК". ІВ-ФРАНКІВ.
336224,ДНІСТРОВСЬКА ФІЛІЯ АБ "ІНКО"
336235,Ф."ПРРУ" АТ"Б."Ф.ТА К." М.ІВ-ФРАНК.
336246,ВЕРХОВИНА АПБ ІВАНО-ФРАНКІВСЬКОЇ
336257,Ф-Я КИЇВ.АБ "УКООПСПІЛКА".ІВАНО-ФРАНК.
336268,Ф-Я КИЇВ. УАБ "РЕЗИДЕНТ".ІВ-ФРАНКІВСЬК
336279,ОТИНІЙСЬКЕ ВІД. АК АПБ "УКРАЇНА"
336280,КОСІВСЬКА Ф-Я АКБ "ОЛБАНК"
336291,КБ "ЗАХІДБУДГАЗБАНК" ІВАНО-ФРАНКІВСЬК
336309,КБ "ЗАХІДКООПБАНК"
336310,ПАТ "Ідея Банк"
336321,ІВАНО-ФРАНКІВСЬКЕ ВІД.ДОВГОВБАНК
336332,ТИСМЕНИЦЯ АПБ ІВАНО-ФРАНКІВСЬКОЇ
336343,УПРАВЛІННЯ НБУ В ІВ.-ФРАНКІВСЬКІЙ ОБЛ.
336354,ІВАНО-ФРАНКІВСЬКЕ  ЦЕНТРАЛЬНЕ ВІД.ПІБ
336365,ЛІКВІДАТОР БАНКУ"УКРАЇНА"ПО ІВ.-ФР.ОБЛ
336376,ВІД. ПІБ В М. ДОЛИНА ІВАНО-ФРАНКІВСЬК.
336387,ВІД.ПІБ В М.КАЛУШ ІВАНО-ФРАНК. ОБЛ.
336398,ВІД.ПІБ В М.НАДВІРНА ІВАНО-ФРАНК. ОБЛ.
336406,ВІД.ПІБ В М.КОЛОМИЯ ІВАНО-ФРАНК. ОБЛ.
336417,ВІД.ПІБ В СМТ БУРШТИН ІВ-ФРАНК. ОБЛ.
336428,ІВ.-ФРАНКІВ.Ф-Я ЛЬВІВ.АБ"ЕЛЕКТРОНБАНК"
336439,ІВАНО-ФРАНКІВСЬКА ФІЛІЯ АБ "ІНКО"
336440,Ф-Я КИЇВ. АТ "ГРАДОБАНК" ІВАНО-ФРАНК.
336451,Ф-Я ІВ.-ФР.КБ "ЗАХІДБУДГАЗБАНК"КОЛОМИЯ
336462,ІВ-ФР.ОДАТ"РАЙФ.БАНК АВАЛЬ"М.ІВ-ФРАНК.
336473,Івано-Франківська регіон. ФПрАТ УФГ
336484,КАЛУСЬКА ФІЛІЯ АТ "УКРІНБАНК"
336495,КОЛОМИЙСЬКА Ф-Я АППБ "АВАЛЬ"
336503,ФІВАНО-ФРАНКІВСЬКЕ АТОЩАДБ М.ІВАНО-ФР
336514,ГАЛИЦЬКЕ ВІД.ОБ . ІВАНО-ФРАНКІВСЬКОЇ
336525,ГОРОДЕНКІВСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВС.
336536,ДОЛИНСЬКЕ ВІД.ОБ . ІВАНО-ФРАНКІВСЬКОЇ
336547,КАЛУСЬКЕ ВІД.ОБ.ІВАНО-ФРАНКІВСЬКОЇ
336558,КОЛОМИЙСЬКЕ ВІД. ОБ.ІВАНО-ФРАНКІВСЬКОЇ
336569,КОСІВСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬКОЇ
336570,НАДВІРНЯНСЬКЕ ВІД.ОБ . ІВАНО-ФРАНКІВСЬ
336581,РОГАТИНСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬКОЇ
336592,СНЯТИНСЬКЕ ВІД. ОБ. ІВАНО-ФРАНКІВСЬКОЇ
336600,ТЛУМАЦЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬКОЇ
336611,ЯРЕМЧАНСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬКОЇ
336622,БОГОРОДЧАНСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВС
336633,РОЖНЯТІВСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬК.
336644,ВЕРХОВИНСЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬК.
336655,ТИСМЕНИЦЬКЕ ВІД.ОБ. ІВАНО-ФРАНКІВСЬКОЇ
336666,ІВАНО-ФРАНКІВСЬКЕ ВІД.ОБ
336677,І-ФР.Ф.ПАТ КБ"ПРИВАТБАНК".М.І-ФРАНКІВ.
336688,Ф-Я АТ "УКРЕКСІМБАНК".ІВАНО-ФРАНКІВСЬК
336699,ІВАНО-ФРАНКІВСЬКА Ф-Я ВАБ "ВАБАНК"
336707,ІВАНО-ФРАНКІВСЬКА Ф-Я АБ "ЕНЕРГОБАНК"
336718,ІВАНО-ФРАНКІВСЬКА ФАКБ "ПРАВЕКС-БАНК"
336729,КАЛУСЬКА Ф-Я АКБ "ПРИКАРПАТТЯ"
336730,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".ІВ.-ФРА
336796,ФАКБ "НАЦІОНАЛЬНИЙ КРЕДИТ" В М.ДОЛИНА
336860,Перша філія ПрАТ "УФГ" у м.Івано-Франк
337000,КОМЕРЦІЙНИЙ БАНК "VG-БАНК". М.СУМИ
337018,СУМСЬКА ОБЛ.ФІЛІЯ АКБ СОЦ.РОЗВИТКУ УСБ
337029,АХТИРКА АПБ СУМСЬКОЇ
337030,БІЛОПІЛЛЯ АПБ СУМСЬКОЇ
337041,СМТ.ВЕЛИКА ПИСАРІВКА АПБ СУМСЬКОЇ
337052,БУРИНЬ АПБ СУМСЬКОЇ
337063,ЛІКВІДАТОР БАНКУ"УКРАЇНА"ПО СУМСЬК.ОБЛ
337074,ГЛУХІВ АПБ СУМСЬКОЇ
337085,ЗАРІЧНА Ф-Я У М.СУМИ АКБ УСБ
337096,КОНОТОП АПБ СУМСЬКОЇ
337104,КРАСНОПІЛЛЯ АПБ СУМСЬКОЇ
337115,КРОЛЕВЕЦЬ АПБ СУМСЬКОЇ
337126,ЛЕБЕДИН АПБ СУМСЬКЕ
337137,СМТ.ЛИПОВА ДОЛИНА АПБ
337148,БУДІВЕЛЬНЕ ВІД. ПІБ В М. СУМИ
337159,СМТ.НЕДРИГАЙЛІВ АПБ СУМСЬКОЇ
337160,ПУТИВЛЬ АПБ СУМСЬКОЇ
337171,РОМНИ АПБ СУМСЬКОЇ
337182,СЕРЕДИНА-БУДА АПБ СУМСЬКОЇ
337193,ЗАРІЧНЕ ВІД. АК АПБ "УКРАЇНА"
337201,РОМЕНСЬКА ФІЛІЯ АТ "УКРІНБАНК"
337212,КОНОТОПСЬК.ФАБ "ЕКСПРЕС-БАНК"М.КОНОТОП
337223,ТРОСТЯНЕЦЬ АПБ СУМСЬКОЇ
337234,СМТ.УЛЬЯНІВКА АПБ СУМСЬКОЇ
337245,СУМИ СІЛЬСЬКЕ АПБ
337256,ВІД. ПІБ В М. РОМНИ СУМСЬКОЇ
337267,ШОСТКА АПБ СУМСЬКЕ
337278,СУМСЬКЕ ЦЕНТРАЛЬНЕ ВІДДІЛЕННЯ ПІБ
337289,СМТ.ЯМПІЛЬ АПБ СУМСЬКОЇ
337290,ЗНОБ-НОВГОРОДСЬКЕ АПБ
337308,УПРАВЛІННЯ НБУ В СУМСЬКІЙ ОБЛАСТІ
337319,ВІД. ПІБ В М. ОХТИРКА СУМСЬКОЇ
337320,СУМСЬКА Ф-Я  АКБ "ОЛБАНК"
337331,ФІЛІЯ АКБ "НАДРА" В М. ОХТИРКА
337342,СУМСЬКА ФІЛІЯ АБ "УКРГАЗБАНК"
337353,ГЛУХІВСЬКЕ ВІД. ОБ СУМСЬКОЇ
337364,ВІД. ПІБ В М. ГЛУХІВ СУМСЬКОЇ
337375,КОВПАКІВСЬКЕ  ВІД. ПІБ В М. СУМИ
337386,ВІД. ПІБ В М. КОНОТОП СУМСЬКОЇ
337397,ВІД. ПІБ В М. ШОСТКА СУМСЬКОЇ
337405,СУМИ. ЗАРІЧНЕ ПІБ
337416,СУМСЬКА Ф-Я КБ "ІНКО"
337427,СУМСЬКЕ РУ КБ "УКР.КРЕДИТ.-ТРАНС.БАНК"
337438,КОМЕРЦІЙНИЙ БАНК "СУМИ-БАНК". М.СУМИ
337449,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М. КОНОТОП
337450,ВІД. ПІБ В М. ПУТИВЛЬ СУМСЬКОЇ
337461,АКБ "СЕРВІС" М. ШОСТКА
337472,ФАТ  "ГРАДОБАНК" . СУМИ
337483,СОДАТ"РАЙФФАЙЗЕН БАНК АВАЛЬ"М.СУМИ
337494,СУМСЬКА ФІЛІЯ АТ "УКРІНБАНК"
337502,КОВПАК.ФАКБ "НАЦІОНАЛЬНИЙ КРЕДИТ".СУМИ
337513,СУМСЬКА Ф-Я ТОВ "УКР.ПРОМИСЛОВИЙ БАНК"
337524,ГЛУХІВСЬКА Ф-Я АППБ "АВАЛЬ"
337535,ФАКБ "НАДРА" СУМСЬКЕ РУ "СЛОБОЖАНЩИНА"
337546,СУМСЬКА ФІЛІЯ ПАТКБ"ПРИВАТБАНК".М.СУМИ
337557,ЛИПОВО-ДОЛИНСЬКА Ф-Я АБ "УКООПСПІЛКА"
337568,ФСУМСЬКЕ ОБЛАСНЕ УПРАВЛ АТОЩАД М.СУМИ
337579,СУМСЬКЕ ВІД. Н 48 ОБ
337580,СУМСЬКЕ ВІД.ОБ Н 5505
337591,ФІЛІЯ АКБ "НАДРА" У М.КОНОТОП
337609,ОХТИРСЬКЕ ВІД. Н 2833 ОБ СУМСЬКОЇ
337610,БІЛОПІЛЬСЬКЕ ВІД. Н 3231 ОБ СУМСЬКОЇ
337621,В-ПИСАРІВСЬКЕ ВІД.ОБ СУМСЬКОЇ
337632,БУРИНСЬКЕ ВІД.ОБ СУМСЬКОЇ
337643,ГЛУХІВСЬКЕ ВІД.ОБ СУМСЬКОЇ
337654,КОНОТОПСЬКЕ ВІД. Н 246 ОБ СУМСЬКОЇ
337665,КРАСНОПІЛЬСЬКЕ ВІД.ОБ СУМСЬКОЇ
337676,КРОЛЕВЕЦЬКЕ ВІД. Н 3051 ОБ СУМСЬКОЇ
337687,ЛЕБЕДИНСЬКЕ ВІД.ОБ СУМСЬКОЇ
337698,ЛИПОВОДОЛИНСЬКЕ ВІД.ОБ СУМСЬКОЇ
337706,НЕДРИГАЙЛІВСЬКЕ ВІД.ОБ СУМСЬКОЇ
337717,ПУТИВЛЬСЬКЕ ВІД.Н 3052 ОБ СУМСЬКОЇ
337728,РОМЕНСЬКЕ ВІД. ОБ Н 147 СУМСЬКОЇ
337739,СЕРЕДИНО-БУДСЬКЕ ВІД. ОБ Н 3063 СУМСЬК
337740,ТРОСТЯНЕЦЬКЕ ВІД.ОБ СУМСЬКОЇ
337751,ШОСТКИНСЬКЕ ВІД.ОБ СУМСЬКОЇ
337762,ЯМПІЛЬСЬКЕ ВІД. ОБ СУМСЬКОЇ
337795,Ф  "ШОСТКА-ГРАНТ"  ПАТ "БАНК "ГРАНТ"
337803,СУМСЬКА Ф-Я ВАТ БАНК "БІГ ЕНЕРГІЯ"
337847,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".СУМСЬКА
337858,Ф-Я АКБ "ПРАВЕКС-БАНК". М.СУМИ
337869,ВІД. ПІБ В М. КРОЛЕВЕЦЬ СУМСЬКОЇ
337870,СУМСЬКА ФІЛІЯ АКБ "НОВИЙ"
338017,ТЕРН.ОБЛ.Ф-Я АКБ СОЦ.РОЗВ."УКРСОЦБАНК"
338028,БЕРЕЖАНИ АПБ ТЕРНОПІЛЬСЬКОЇ
338039,БОРЩІВ АПБ ТЕРНОПІЛЬСЬКОЇ
338040,БУЧАЧ АПБ ТЕРНОПІЛЬСЬКОЇ
338051,ЗАЛІЩИКИ АПБ ТЕРНОПІЛЬСЬКОЇ
338062,ЗБАРАЖ АПБ ТЕРНОПІЛЬСЬКОЇ
338073,ЗБОРІВ АПБ ТЕРНОПІЛЬСЬКОЇ
338084,КОПИЧИНЦІ АПБ ТЕРНОПІЛЬСЬКОЇ
338095,КРЕМЕНЕЦЬ АПБ ТЕРНОПІЛЬСЬКОЇ
338103,МЕЛЬНИЦЯ-ПОДІЛЬСЬКЕ ВІДДІЛЕННЯ АПБ
338114,ПІДГАЙЦІ. Ф-Я ОБЛ. ОПЕРАЦ. УПРАВЛ. НБУ
338125,ЧОРТКІВ АПБ ТЕРНОПІЛЬСЬКОЇ
338136,ТЕРЕБОВЛЯ АПБ ТЕРНОПІЛЬСЬКОЇ
338147,МОНАСТИРИСЬКА АПБ ТЕРНОПІЛЬСЬКОЇ
338158,ШУМСЬКЕ АПБ ТЕРНОПІЛЬСЬКОЇ
338169,ПОЧАЇВ АПБ ТЕРНОПІЛЬСЬКОЇ
338170,ЛАНІВЦІ АПБ ТЕРНОПІЛЬСЬКОЇ
338181,ЦЕНТРАЛЬНЕ ВІД. ПІБ В М. ТЕРНОПІЛЬ
338192,ГУСЯТИН АПБ ТЕРНОПІЛЬСЬКОЇ
338200,ТЕРНОПІЛЬ. ШЕВЧЕНКІВСЬКЕ УСБ
338211,СМТ.ГРИМАЙЛІВ Ф-Я ОПЕРАЦ. УПРАВЛ.НБУ
338222,МЕДОБОРСЬКЕ ВІД. УСБ
338233,ЛІКВІДАТОР БАНКУ"УКРАЇНА"ПО ТЕРН. ОБЛ.
338244,ТЕРНОПІЛЬСЬКИЙ ФІЛІАЛ АТ"ЗУКБ"
338255,АКЦІОНЕРНИЙ БАНК "ТЕРНОПІЛЬ-КРЕДИТ"
338266,ТЕРНОПІЛЬ. ВІДДІЛЕННЯ БАНКУ "ВАТРА"УСБ
338277,ФКБ "ВІКТОРІЯ". БОЩІВС.Р-Н. С.ВОВКІВЦІ
338288,ПРОМИСЛОВЕ ВІД. ПІБ В М. ТЕРНОПІЛЬ
338299,СМТ.КОЗОВА АПБ ТЕРНОПІЛЬСЬКОЇ
338307,ДРУГЕ ЧОРТКІВСЬКЕ ВІД. АК АПБ "УКРАЇНА
338318,ПІДВОЛОЧИСЬК АПБ ТЕРНОПІЛЬСЬКОЇ
338329,ПІДГАЙЦІ АКБ "УКРАЇНА" ТЕРНОПІЛЬСЬКОЇ
338330,ХОРОСТКІВСЬКЕ ВІД. УСБ ТЕРНОПІЛЬСЬКОЇ
338341,ІНКО. ФІЛІЯ
338352,Ф-Я КИЇВ. АБЕР "ЕКОНОМБАНК" ТЕРНОПІЛЬ
338363,ГАЛИЦЬКА ФІЛІЯ АБ "ІНКО"
338374,СОНЯЧНЕ ВІД. УСБ М.ТЕРНОПІЛЬ
338385,КРЕМЕНЕЦЬКА ФІЛІЯ АКБ СОЦ.РОЗВ." УСБ"
338396,БЕРЕЖАНСЬКЕ ВІД.ОБ 6352 ТЕРНОПІЛЬСЬКОЇ
338404,ТЕРНОПІЛЬ. СІЛЬСЬКЕ АПБ
338415,УПРАВЛІННЯ НБУ В ТЕРНОПІЛЬСЬКІЙ ОБЛ.
338426,ТЕРНОПІЛЬСЬКЕ ЦЕНТРАЛЬНЕ ВІД.ПІБ
338437,ВІД. ПІБ В М. ВИШНІВЕЦЬ ТЕРНОПІЛЬСЬКОЇ
338448,ЗБРУЧАНСЬКЕ ВІД. ПІБ В М. ТЕРНОПІЛЬ
338459,ТЕРНОПІЛЬСЬКА ФВАТ"БАНК УНІВЕРСАЛЬНИЙ"
338460,ВІД. ПІБ В М. ХОРОСТКІВ ТЕРНОПІЛЬСЬКОЇ
338471,ТОВСТЕНСЬКЕ ВІД. АК АПБ "УКРАЇНА"
338482,Ф-Я ЧОРТК.БАН."УКРАЇНА-ЕКОНОМІКА" БУЧА
338493,ТЕРНОПІЛЬСЬКА ФІЛІЯ АБ "ЗЕВС"
338501,ТОД АТ"РАЙФФАЙЗ.БАНК АВАЛЬ"М.ТЕРНОПІЛЬ
338512,ЧОРТКІВСЬКЕ ВІД. АППБ "АВАЛЬ"
338534,Ф-Я КИЇВ. АТ "ГРАДОБАНК" М.ТЕРНОПІЛЬ
338545,ФТЕРНОПІЛЬСЬКЕ ОБЛА АТОЩАД М.ТЕРНОПІЛ
338556,ВІДДІЛЕННЯ УСБ "ПОДІЛЛЯ". ТЕРНОПІЛЬ
338567,ЧОРТКІВСЬКЕ ВІД. УСБ
338578,БОРЩІВСЬКИЙ Ф-Л АППБ "АВАЛЬ"
338589,ВІД. ПІБ В М. МОНАСТИРИСЬК ТЕРНОПІЛЬС.
338590,АКЦІОНЕРНИЙ БАНК "ТЕРНАВА".ТЕРНОПІЛЬ
338608,КОЗІВСЬКИЙ Ф-Л АППБ "АВАЛЬ"
338619,МОНАСТИРИСЬКИЙ Ф-Л АППБ "АВАЛЬ"
338620,СКАЛАТСЬКЕ ВІД. АК АПБ "УКРАЇНА"
338631,ГРИМАЙЛІВСЬКА Ф-Я АППБ "АВАЛЬ"
338642,ЛАНІВЕЦЬКИЙ Ф-Л АППБ "АВАЛЬ"
338664,ПІДГАЄЦЬКИЙ Ф-Л АППБ "АВАЛЬ"
338675,ЗБАРАЗЬКА Ф-Я ВАБ "ВАБАНК"
338686,ГУСЯТИНСЬКИЙ Ф-Л АППБ "АВАЛЬ"
338697,ВІД. ПІБ В М. БУЧАЧ ТЕРНОПІЛЬСЬКОЇ
338705,ФІЛІЯ АКБ "НАДРА" В М. ТЕРНОПОЛІ
338727,ТЕРНОПІЛЬСЬКА Ф-Я РІВНЕН. КБ "КНЯЖИЙ"
338749,ВІД. ПІБ В М. БОРЩІВ ТЕРНОПІЛЬСЬКОЇ
338750,ПІДВОЛОЧИСЬКИЙ Ф-Л АППБ "АВАЛЬ"
338761,БЕРЕЖАНСЬКИЙ Ф-Л АППБ "АВАЛЬ"
338772,ЗБАРАЗЬКИЙ Ф-Л АППБ "АВАЛЬ"
338783,ТЕРНОПІЛЬСЬКА Ф.ПАТКБПРИВАТБАНК.М.ТЕРН
338794,МИКУЛИНЕЦЬКЕ ВІД. АК АПБ "УКРАЇНА"
338879,Ф-Я АТ "УКРЕКСІМБАНК".ТЕРНОПІЛЬ
338880,БОРЩІВСЬКЕ ВІД.ЧОРТКІВСЬК.РЕГ.ДИР.АПБ
338891,РРЦ ЛІКВІДАТОРА БАНКУ"УКРАЇНА".ТЕРНОПІ
338921,ВІД.ПІБ В М.ЧОРТКІВ ТЕРНОПІЛЬСЬКОЇ ОБЛ
342014,НИЖНЬОСІРОГОЗЬКЕ ВІД.Н 3148 ОБ ХЕРС.
342025,СУВОРОВСЬКЕ ВІД.Н 71 ОБ ХЕРСОНСЬКОЇ
342036,КОМСОМОЛЬСЬКЕ ВІД.Н 8064 ОБ ХЕРСОНСЬК.
342047,СКАДОВСЬКЕ ВІД.Н 3254 ОБ ХЕРСОНСЬКОЇ
342058,ДНІПРОВСЬКЕ ВІД.Н 8092 ОБ ХЕРСОНСЬКОЇ
342069,БЕРИСЛАВСЬКЕ ВІД.Н 3246 ОБ ХЕРСОНСЬКОЇ
342070,ВЕЛИКООЛЕКСАНДРІВСЬКЕ ВІД. Н 3247 ОБ
342081,ВЕЛИКОЛЕПЕТИХСЬКЕ ВІД.Н 3140 ОБ ХЕРСОН
342092,ГЕНІЧЕСЬКЕ ВІД.Н 3141 ОБ ХЕРСОНСЬКОЇ
342100,ЧАПЛИНСЬКЕ ВІД.Н 5439 ОБ ХЕРСОНСЬКОЇ
